,Text,Section,Book
91,"91.This is My bidding unto you; hold fast to it as an assistance to yourselves. ¶63

While marriage is enjoined in the Kitáb-i-Aqdas, Bahá’u’lláh clarifies that it is not obligatory (Q&A 46). Shoghi Effendi, in a letter written on his behalf, also declared that “marriage is by no means an obligation,” and he affirmed that “in the last resort it is for the individual to decide whether he wishes to lead a family life or live in a state of celibacy.” If a person has to wait a considerable period of time before finding a spouse, or ultimately must remain single, it does not mean that the individual is thereby unable to fulfill his or her life’s purpose, which is fundamentally spiritual.
",N91,kitab-i-aqdas-notes
92,"92.We have conditioned it … upon the permission of their parents ¶65

In a letter written on his behalf, Shoghi Effendi has commented on this provision of the law:

Bahá’u’lláh has clearly stated the consent of all living parents is required for a Bahá’í marriage. This applies whether the parents are Bahá’ís or non-Bahá’ís, divorced for years or not. This great law He has laid down to strengthen the social fabric, to knit closer the ties of the home, to place a certain gratitude and respect in the hearts of the children for those who have given them life and sent their souls out on the eternal journey towards their Creator.
",N92,kitab-i-aqdas-notes
93,"93.No marriage may be contracted without payment of a dowry ¶66

The Synopsis and Codification, section IV.C.1.j.i.–v., summarizes the main provisions concerning the dowry. These provisions have their antecedents in the Bayán.

The dowry is to be paid by the bridegroom to the bride. It is fixed at 19 mithqáls of pure gold for city dwellers, and 19 mithqáls of silver for village dwellers (see note 94). Bahá’u’lláh indicates that, if, at the time of the wedding, the bridegroom is unable to pay the dowry in full, it is permissible for him to issue a promissory note to the bride (Q&A 39).

With the Revelation of Bahá’u’lláh many familiar concepts, customs and institutions are redefined and take on new meaning. One of these is the dowry. The institution of dowry is a very ancient practice in many cultures and takes many forms. In some countries it is a payment made by the parents of the bride to the bridegroom; in others it is a payment made by the bridegroom to the parents of the bride, called a “bride-price.” In both such cases the amount is often quite considerable. The law of Bahá’u’lláh abolishes all such variants and converts the dowry into a symbolic act whereby the bridegroom presents a gift of a certain limited value to the bride.
",N93,kitab-i-aqdas-notes
94,"94.for city dwellers at nineteen mithqáls of pure gold, and for village dwellers at the same amount in silver ¶66

Bahá’u’lláh specifies that the criterion for determining the dowry payment is the location of the permanent residence of the bridegroom, not of the bride (Q&A 87, 88).
",N94,kitab-i-aqdas-notes
95,"95.Whoso wisheth to increase this sum, it is forbidden him to exceed the limit of ninety-five mithqáls … If he content himself, however, with a payment of the lowest level, it shall be better for him according to the Book. ¶66

In answer to a question about the dowry, Bahá’u’lláh stated:

Whatever is revealed in the Bayán, in respect to those residing in cities and villages, is approved and should be carried out. However, in the Kitáb-i-Aqdas mention is made of the lowest level. The intention is nineteen mithqáls of silver, specified in the Bayán for village dwellers. This is more pleasing unto God, provided the two parties agree. The purpose is to promote the comfort of all, and to bring about concord and union among the people. Therefore, the greater the consideration shown in these matters the better it will be … The people of Bahá must associate and deal with each other with the utmost love and sincerity. They should be mindful of the interests of all, especially the friends of God.

‘Abdu’l‑Bahá, in one of His Tablets, summarized some of the provisions for determining the level of the dowry. The unit of payment mentioned in the extract, cited below, is the “váḥid.” One váḥid is equivalent to nineteen mithqáls. He stated:

City dwellers must pay in gold and village dwellers in silver. It dependeth on the financial means at the disposal of the groom. If he is poor, he payeth one váḥid; if of modest means, he payeth two váḥids; if well-to-do, three váḥids; if wealthy, four váḥids; and if very rich, he giveth five váḥids. It is, in truth, a matter for agreement between the bridegroom, the bride, and their parents. Whatever agreement is reached should be carried out.

In this same Tablet, ‘Abdu’l‑Bahá encouraged the believers to refer questions concerning the application of this law to the Universal House of Justice, which has “the authority to legislate.” He stressed that “it is this body which will enact laws and legislate upon secondary matters which are not explicit in the Holy Text.”
",N95,kitab-i-aqdas-notes
96,"96.should any one of His servants intend to travel, he must fix for his wife a time when he will return home ¶67

If the husband leaves without informing his wife of the date of his return, and no news of him reaches her and all trace of him is lost, Bahá’u’lláh has stated that, should the husband have been aware of the law prescribed in the Kitáb-i-Aqdas, the wife may remarry after waiting a full year. If, however, the husband was unaware of the law, the wife must wait until news of her husband reaches her (Q&A 4).
",N96,kitab-i-aqdas-notes
97,"97.it behooveth her to wait for a period of nine months, after which there is no impediment to her taking another husband ¶67

In the event of the husband’s failure, either to return at the end of the specified period of time or to notify his wife of a delay, the wife must wait nine months, after which she is free to remarry, though it is preferable for her to wait longer (see note 147 for the Bahá’í calendar).

Bahá’u’lláh states that, in such circumstances, should news reach the wife of “her husband’s death or murder,” she must also wait nine months, prior to remarrying (Q&A 27). ‘Abdu’l‑Bahá, in a Tablet, has further clarified that the nine months’ waiting period following news of the husband’s death applies only if the husband had been away at the time of his death, and not if he dies while at home.
",N97,kitab-i-aqdas-notes
98,"98.she should choose the course that is praiseworthy ¶67

Bahá’u’lláh defines “the course that is praiseworthy” as “the exercise of patience” (Q&A 4).
",N98,kitab-i-aqdas-notes
99,"99.two just witnesses ¶67

Bahá’u’lláh sets out “the criterion of justness” in relation to witnesses as “a good reputation among the people.” He states that it is not necessary that the witnesses should be Bahá’ís since “The testimony of all God’s servants, of whatever faith or creed, is acceptable before His Throne” (Q&A 79).
",N99,kitab-i-aqdas-notes
100,"100.Should resentment or antipathy arise between husband and wife, he is not to divorce her but to bide in patience throughout the course of one whole year ¶68

Divorce is strongly condemned in the Bahá’í Teachings. If, however, antipathy or resentment develop between the marriage partners, divorce is permissible after the lapse of one full year. During this year of patience, the husband is obliged to provide for the financial support of his wife and children, and the couple is urged to strive to reconcile their differences. Shoghi Effendi affirms that both the husband and wife “have equal right to ask for divorce” whenever either partner “feels it absolutely essential to do so.”

In Questions and Answers, Bahá’u’lláh elaborates a number of issues concerning the year of patience, its observance (Q&A 12), establishing the date of its beginning (Q&A 19 and 40), the conditions for reconciliation (Q&A 38), and the role of witnesses and the Local House of Justice (Q&A 73 and 98). In relation to the witnesses, the Universal House of Justice has clarified that in these days the duties of the witnesses in cases of divorce are performed by the Spiritual Assemblies.

The detailed provisions of the Bahá’í laws on divorce are summarized in the Synopsis and Codification, section IV.C.2.a.–i.
",N100,kitab-i-aqdas-notes
101,"101.The Lord hath prohibited … the practice to which ye formerly had recourse when thrice ye had divorced a woman. ¶68

This relates to a law of Islám set out in the Qur’án which decreed that under certain conditions a man could not remarry his divorced wife unless she had married and been divorced by another man. Bahá’u’lláh affirms that this is the practice which has been prohibited in the Kitáb-i-Aqdas (Q&A 31).
",N101,kitab-i-aqdas-notes
102,"102.He who hath divorced his wife may choose, upon the passing of each month, to remarry her when there is mutual affection and consent, so long as she hath not taken another husband … unless, clearly, her circumstances change. ¶68

Shoghi Effendi states, in a letter written on his behalf, that the intention of “the passing of each month” is not to impose a limitation, and that it is possible for a divorced couple to remarry at any time after their divorce, so long as neither party is currently married to another person.
",N102,kitab-i-aqdas-notes
103,"103.semen is not unclean ¶74

In a number of religious traditions and in Shí‘ih Muslim practice semen has been declared ritually unclean. Bahá’u’lláh has here dispelled this concept. See also note 106 below.
",N103,kitab-i-aqdas-notes
104,"104.Cleave ye unto the cord of refinement ¶74

‘Abdu’l‑Bahá refers to the effect of “purity and holiness, cleanliness and refinement” on the exaltation of “the human condition” and “the development of man’s inner reality.” He states: “The fact of having a pure and spotless body exercises an influence upon the spirit of man.” (See also note 74.)
",N104,kitab-i-aqdas-notes
105,"105.Wash ye every soiled thing with water that hath undergone no alteration in any one of the three respects ¶74

The “three respects” referred to in this verse are changes in the color, taste or smell of the water. Bahá’u’lláh provides additional guidance concerning pure water and the point at which it is considered unsuitable for use (Q&A 91).
",N105,kitab-i-aqdas-notes
106,"106.God hath … abolished the concept of “uncleanness,” whereby divers things and peoples have been held to be impure. ¶75

The concept of ritual “uncleanness,” as understood and practiced in some tribal societies and in the religious communities of certain earlier Dispensations, has been abolished by Bahá’u’lláh. He states that through His Revelation “all created things were immersed in the sea of purification.” (See also notes 12, 20, and 103.)
",N106,kitab-i-aqdas-notes
107,"107.first day of Riḍván ¶75

This is a reference to the arrival of Bahá’u’lláh and His companions in the Najíbíyyih Garden outside the city of Baghdád, subsequently referred to by the Bahá’ís as the Garden of Riḍván. This event, which took place thirty-one days after Naw-Rúz, in April 1863, signalized the commencement of the period during which Bahá’u’lláh declared His Mission to His companions. In a Tablet, He refers to His Declaration as “the Day of supreme felicity” and He describes the Garden of Riḍván as “the Spot from which He shed upon the whole of creation the splendors of His Name, the All-Merciful.” Bahá’u’lláh spent twelve days in this Garden prior to departing for Istanbul, the place to which He had been banished.

The Declaration of Bahá’u’lláh is celebrated annually by the twelve-day Riḍván Festival, described by Shoghi Effendi as “the holiest and most significant of all Bahá’í festivals” (see notes 138 and 140).
",N107,kitab-i-aqdas-notes
108,"108.the Bayán ¶77

The Bayán, the Mother Book of the Bábí Dispensation, is the title given by the Báb to His Book of Laws, and it is also applied to the entire body of His Writings. The Persian Bayán is the major doctrinal work and principal repository of the laws ordained by the Báb. The Arabic Bayán is parallel in content but smaller and less weighty. When describing the Persian Bayán in God Passes By Shoghi Effendi indicated that it should be regarded “primarily as a eulogy of the Promised One rather than a code of laws and ordinances designed to be a permanent guide to future generations”.

‘Abdu’l‑Bahá has written: “The Bayán hath been superseded by the Kitáb-i-Aqdas, except in respect of such laws as have been confirmed and mentioned in the Kitáb-i-Aqdas.”
",N108,kitab-i-aqdas-notes
109,"109.the destruction of books ¶77

In the Tablet of Ishráqát Bahá’u’lláh, referring to the fact that the Báb had made the laws of the Bayán subject to His sanction, states that He put some of the Báb’s laws into effect “by embodying them in the Kitáb-i-Aqdas in different words,” while others He set aside.

With regard to the destruction of books, the Bayán commanded the Báb’s followers to destroy all books except those that were written in vindication of the Cause and Religion of God. Bahá’u’lláh abrogates this specific law of the Bayán.

As to the nature and severity of the laws of the Bayán, Shoghi Effendi in a letter written on his behalf provides the following comment:

The severe laws and injunctions revealed by the Báb can be properly appreciated and understood only when interpreted in the light of His own statements regarding the nature, purpose and character of His own Dispensation. As these statements clearly reveal, the Bábí Dispensation was essentially in the nature of a religious and indeed social revolution, and its duration had therefore to be short, but full of tragic events, of sweeping and drastic reforms. Those drastic measures enforced by the Báb and His followers were taken with the view of undermining the very foundations of Shí‘ih orthodoxy, and thus paving the way for the coming of Bahá’u’lláh. To assert the independence of the new Dispensation, and to prepare also the ground for the approaching Revelation of Bahá’u’lláh, the Báb had therefore to reveal very severe laws, even though most of them were never enforced. But the mere fact that He revealed them was in itself a proof of the independent character of His Dispensation and was sufficient to create such widespread agitation, and excite such opposition on the part of the clergy that led them to cause His eventual martyrdom.
",N109,kitab-i-aqdas-notes
110,"110.We have permitted you to read such sciences as are profitable unto you, not such as end in idle disputation ¶77

The Bahá’í Writings enjoin the acquisition of knowledge and the study of the arts and sciences. Bahá’ís are admonished to respect people of learning and accomplishment, and are warned against the pursuit of studies that are productive only of futile wrangling.

In His Tablets Bahá’u’lláh counsels the believers to study such sciences and arts as are “useful” and would further “the progress and advancement” of society, and He cautions against sciences which “begin with words and end with words,” the pursuit of which leads to “idle disputation.” Shoghi Effendi, in a letter written on his behalf, likened sciences that begin with words and end with words to “fruitless excursions into metaphysical hair-splittings,” and, in another letter, he explained that what Bahá’u’lláh primarily intended by such “sciences” are “those theological treatises and commentaries that encumber the human mind rather than help it to attain the truth.”
",N110,kitab-i-aqdas-notes
111,"111.He Who held converse with God ¶80

This is a traditional Jewish and Islamic title of Moses. Bahá’u’lláh states that with the coming of His Revelation “human ears have been privileged to hear what He Who conversed with God heard upon Sinai.”
",N111,kitab-i-aqdas-notes
112,"112.Sinai ¶80

The mountain where the Law was revealed by God to Moses.
",N112,kitab-i-aqdas-notes
113,"113.the Spirit of God ¶80

This is one of the titles used in the Islamic and Bahá’í Writings to designate Jesus Christ.
",N113,kitab-i-aqdas-notes
114,"114.Carmel … Zion ¶80

Carmel, the “Vineyard of God,” is the mountain in the Holy Land where the Shrine of the Báb and the seat of the world administrative center of the Faith are situated.

Zion is a hill in Jerusalem, the traditional site of the tomb of King David, and is symbolic of Jerusalem as a Holy City.
",N114,kitab-i-aqdas-notes
115,"115.the Crimson Ark ¶84

The “Crimson Ark” refers to the Cause of Bahá’u’lláh. His followers are designated as the “companions of the Crimson Ark,” lauded by the Báb in the Qayyúmu’l-Asmá’.
",N115,kitab-i-aqdas-notes
116,"116.O Emperor of Austria! He Who is the Dayspring of God’s Light dwelt in the prison of ‘Akká at the time when thou didst set forth to visit the Aqṣá Mosque. ¶85

Francis Joseph (Franz Josef, 1830–1916), Emperor of Austria and King of Hungary, made a pilgrimage to Jerusalem in 1869. While in the Holy Land he failed to take the opportunity to inquire about Bahá’u’lláh Who at that time was a prisoner in ‘Akká (Acre).

The Aqṣá Mosque, literally, the “Most Distant” Mosque, is referred to in the Qur’án, and has become identified with the Temple Mount in Jerusalem.
",N116,kitab-i-aqdas-notes
117,"117.O King of Berlin! ¶86

Kaiser William I (Wilhelm Friedrich Ludwig, 1797–1888), the seventh king of Prussia, was acclaimed first Emperor of Germany in January 1871 at Versailles in France, following the victory of Germany over France in the Franco-Prussian War.
",N117,kitab-i-aqdas-notes
118,"118.the one whose power transcended thy power, and whose station excelled thy station ¶86

This is a reference to Napoleon III (1808–1873), the Emperor of the French, who was regarded by many historians as the most outstanding monarch of his day in the West.

Bahá’u’lláh addressed two Tablets to Napoleon III, in the second of which He clearly prophesied that Napoleon’s kingdom would be “thrown into confusion,” that his “empire shall pass” from his hands, and that his people would experience great “commotions.”

Within a year, Napoleon III suffered a resounding defeat, at the hands of Kaiser William I, at the Battle of Sedan in 1870. He went in exile to England, where he died three years later.
",N118,kitab-i-aqdas-notes
119,"119.O people of Constantinople! ¶89

The word here translated as “Constantinople” is, in the original, “Ar-Rúm” or “Rome.” This term has generally been used in the Middle East to designate Constantinople and the Eastern Roman Empire, then the city of Byzantium and its empire, and later the Ottoman Empire.
",N119,kitab-i-aqdas-notes
120,"120.O Spot that art situate on the shores of the two seas! ¶89

This is a reference to Constantinople, now called Istanbul. Located on the Bosporus, a strait about 31 kilometers long which links the Black Sea and the Sea of Marmara, it is the largest city and seaport of Turkey.

Constantinople was the capital of the Ottoman Empire from 1453 until 1922. During Bahá’u’lláh’s sojourn in this city, the tyrannical Sultan ‘Abdu’l-‘Azíz occupied the throne. The Ottoman Sultans were also the Caliphs, the leaders of Sunní Islám. Bahá’u’lláh anticipated the fall of the Caliphate, which was abolished in 1924.
",N120,kitab-i-aqdas-notes
121,"121.O banks of the Rhine! ¶90

In one of His Tablets written before the first World War (1914–1918), ‘Abdu’l‑Bahá explained that Bahá’u’lláh’s reference to having seen the banks of the Rhine “covered with gore” related to the Franco-Prussian War (1870–1871), and that there was more suffering to come.

In God Passes By Shoghi Effendi states that the “oppressively severe treaty” that was imposed on Germany following its defeat in the first World War “provoked ‘the lamentations [of Berlin]’ which, half a century before, had been ominously prophesied.”
",N121,kitab-i-aqdas-notes
122,"122.O Land of Ṭá ¶91

“Ṭá” is the initial letter of Ṭihrán, the capital of Iran. Bahá’u’lláh has often chosen to represent certain place names by reference to their initial letter. According to the abjad system of reckoning, the numerical value of Ṭá is nine, which equals the numerical value of the name Bahá.
",N122,kitab-i-aqdas-notes
123,"123.within thee was born the Manifestation of His Glory ¶92

This is a reference to the birth of Bahá’u’lláh in Ṭihrán on 12 November 1817.
",N123,kitab-i-aqdas-notes
124,"124.O Land of Khá! ¶94

A reference to the Iranian province of Khurásán and neighboring areas, which include the city of ‘Ishqábád (Ashkhabad).
",N124,kitab-i-aqdas-notes
125,"125.Should anyone acquire one hundred mithqáls of gold, nineteen mithqáls thereof are God’s and to be rendered unto Him ¶97

This verse establishes Ḥuqúqu’lláh, the Right of God, the offering of a fixed portion of the value of the believer’s possessions. This offering was made to Bahá’u’lláh as the Manifestation of God and then, following His Ascension, to ‘Abdu’l‑Bahá as the Center of the Covenant. In His Will and Testament, ‘Abdu’l‑Bahá provided that the Ḥuqúqu’lláh was to be offered “through the Guardian of the Cause of God.” There now being no Guardian, it is offered through the Universal House of Justice as the Head of the Faith. This fund is used for the promotion of the Faith of God and its interests as well as for various philanthropic purposes. The offering of the Ḥuqúqu’lláh is a spiritual obligation, the fulfillment of which has been left to the conscience of each Bahá’í. While the community is reminded of the requirements of the law of Ḥuqúq, no believer may be approached individually to pay it.

A number of items in Questions and Answers further elaborate this law. The payment of Ḥuqúqu’lláh is based on the calculation of the value of the individual’s possessions. If a person has possessions equal in value to at least nineteen mithqáls of gold (Q&A 8), it is a spiritual obligation to pay nineteen percent of the total amount, once only, as Ḥuqúqu’lláh (Q&A 89). Thereafter, whenever one’s income, after all expenses have been paid, increases the value of one’s possessions by the amount of at least nineteen mithqáls of gold, one is to pay nineteen percent of this increase, and so on for each further increase (Q&A 8, 90).

Certain categories of possessions, such as one’s residence, are exempt from the payment of Ḥuqúqu’lláh (Q&A 8, 42, 95), and specific provisions are outlined to cover cases of financial loss (Q&A 44, 45), the failure of investments to yield a profit (Q&A 102) and for the payment of Ḥuqúq in the event of the person’s death (Q&A 9, 69, 80). (In this latter case, see note 47.)

Extensive extracts from Tablets, Questions and Answers, and other Writings concerning the spiritual significance of Ḥuqúqu’lláh and the details of its application have been published in a compilation entitled Ḥuqúqu’lláh.
",N125,kitab-i-aqdas-notes
126,"126.Various petitions have come before Our throne from the believers, concerning laws from God … We have, in consequence, revealed this Holy Tablet and arrayed it with the mantle of His Law that haply the people may keep the commandments of their Lord. ¶98

“For a number of years,” Bahá’u’lláh states in one of His Tablets, “petitions reached the Most Holy Presence from various lands begging for the laws of God, but We held back the Pen ere the appointed time had come.” Not until twenty years from the birth of His Prophetic Mission in the Síyáh-Chál of Ṭihrán had elapsed did Bahá’u’lláh reveal the Kitáb-i-Aqdas, the Repository of the laws of His Dispensation. Even after its revelation the Aqdas was withheld by Him for some time before it was sent to the friends in Persia. This divinely purposed delay in the revelation of the basic laws of God for this age, and the subsequent gradual implementation of their provisions, illustrate the principle of progressive revelation which applies even within the ministry of each Prophet.
",N126,kitab-i-aqdas-notes
127,"127.crimson Spot ¶100

This is a reference to the prison-city of ‘Akká. In the Bahá’í Writings the word “crimson” is used in several allegorical and symbolic senses. (See also note 115.)
",N127,kitab-i-aqdas-notes
128,"128.the Sadratu’l-Muntahá ¶100

Literally “the furthermost Lote-Tree,” translated by Shoghi Effendi as “the Tree beyond which there is no passing.” This is used as a symbol in Islám, for example in the accounts of Muḥammad’s Night Journey, to mark the point in the heavens beyond which neither men nor angels can pass in their approach to God, and thus to delimit the bounds of divine knowledge as revealed to mankind. Hence it is often used in the Bahá’í Writings to designate the Manifestation of God Himself. (See also note 164.)
",N128,kitab-i-aqdas-notes
129,"129.the Mother Book ¶103

The term “Mother Book” is generally used to designate the central Book of a religious Dispensation. In the Qur’án and Islamic Ḥadíth, the term is used to describe the Qur’án itself. In the Bábí Dispensation, the Bayán is the Mother Book, and the Kitáb-i-Aqdas is the Mother Book of the Dispensation of Bahá’u’lláh. Further, the Guardian in a letter written on his behalf has stated that this concept can also be used as a “collective term indicating the body of the Teachings revealed by Bahá’u’lláh.” This term is also used in a broader sense to signify the Divine Repository of Revelation.
",N129,kitab-i-aqdas-notes
130,"130.Whoso interpreteth what hath been sent down from the heaven of Revelation, and altereth its evident meaning ¶105

In several of His Tablets, Bahá’u’lláh affirms the distinction between allegorical verses, which are susceptible to interpretation, and those verses that relate to such subjects as the laws and ordinances, worship and religious observances, whose meanings are evident and which demand compliance on the part of the believers.

As explained in notes 145 and 184, Bahá’u’lláh designated ‘Abdu’l‑Bahá, His eldest Son, as His Successor and the Interpreter of His Teachings. ‘Abdu’l‑Bahá in His turn appointed His eldest grandson, Shoghi Effendi, to succeed Him as interpreter of the holy Writ and Guardian of the Cause. The interpretations of ‘Abdu’l‑Bahá and Shoghi Effendi are considered divinely guided and are binding on the Bahá’ís.

The existence of authoritative interpretations does not preclude the individual from engaging in the study of the Teachings and thereby arriving at a personal interpretation or understanding. A clear distinction is, however, drawn in the Bahá’í Writings between authoritative interpretation and the understanding that each individual arrives at from a study of its Teachings. Individual interpretations based on a person’s understanding of the Teachings constitute the fruit of man’s rational power and may well contribute to a greater comprehension of the Faith. Such views, nevertheless, lack authority. In presenting their personal ideas, individuals are cautioned not to discard the authority of the revealed words, not to deny or contend with the authoritative interpretation, and not to engage in controversy; rather they should offer their thoughts as a contribution to knowledge, making it clear that their views are merely their own.
",N130,kitab-i-aqdas-notes
131,"131.approach not the public pools of Persian baths ¶106

Bahá’u’lláh prohibits the use of the pools found in the traditional public bathhouses of Persia. In these baths it was the custom for many people to wash themselves in the same pool and for the water to be changed at infrequent intervals. Consequently, the water was discolored, befouled and unhygienic, and had a highly offensive stench.
",N131,kitab-i-aqdas-notes
132,"132.Avoid ye likewise the malodorous pools in the courtyards of Persian homes ¶106

Most houses in Persia used to have a pool in their courtyard which served as a reservoir for water used for cleaning, washing and other domestic purposes. Since the water in the pool was stagnant and was not usually changed for weeks at a time, it tended to develop a very unpleasant odor.
",N132,kitab-i-aqdas-notes
133,"133.It is forbidden you to wed your fathers’ wives. ¶107

Marriage with one’s stepmother is here explicitly prohibited. This prohibition also applies to marrying one’s stepfather. Where Bahá’u’lláh has expressed a law between a man and a woman it applies mutatis mutandis as between a woman and a man unless the context should make this impossible.

‘Abdu’l‑Bahá and Shoghi Effendi confirmed that, while stepmothers are the only category of relatives mentioned in the text, this does not mean that all other unions within a family are permissible. Bahá’u’lláh states that it devolves upon the House of Justice to legislate “concerning the legitimacy or otherwise of marrying one’s relatives” (Q&A 50). ‘Abdu’l‑Bahá has written that the more distant the blood relationship between the couple the better, since such marriages provide the basis for the physical well-being of humanity and are conducive to fellowship among mankind.
",N133,kitab-i-aqdas-notes
134,"134.the subject of boys ¶107

The word translated here as “boys” has, in this context, in the Arabic original, the implication of pederasty. Shoghi Effendi has interpreted this reference as a prohibition on all homosexual relations.

The Bahá’í teachings on sexual morality center on marriage and the family as the bedrock of the whole structure of human society and are designed to protect and strengthen that divine institution. Bahá’í law thus restricts permissible sexual intercourse to that between a man and the woman to whom he is married.

In a letter written on behalf of Shoghi Effendi it is stated:

No matter how devoted and fine the love may be between people of the same sex, to let it find expression in sexual acts is wrong. To say that it is ideal is no excuse. Immorality of every sort is really forbidden by Bahá’u’lláh, and homosexual relationships He looks upon as such, besides being against nature. To be afflicted this way is a great burden to a conscientious soul. But through the advice and help of doctors, through a strong and determined effort, and through prayer, a soul can overcome this handicap.

Bahá’u’lláh makes provision for the Universal House of Justice to determine, according to the degree of the offense, penalties for adultery and sodomy (Q&A 49).
",N134,kitab-i-aqdas-notes
135,"135.To none is it permitted to mutter sacred verses before the public gaze as he walketh in the street or marketplace ¶108

This is an allusion to the practice of certain clerics and religious leaders of earlier Dispensations who, out of hypocrisy and affectation, and in order to win the praise of their followers, would ostentatiously mutter prayers in public places as a demonstration of their piety. Bahá’u’lláh forbids such behavior and stresses the importance of humility and genuine devotion to God.
",N135,kitab-i-aqdas-notes
136,"136.Unto everyone hath been enjoined the writing of a will. ¶109

According to the Teachings of Bahá’u’lláh, the individual has a duty to write a will and testament, and is free to dispose of his estate in whatever manner he chooses (see note 38).

Bahá’u’lláh affirms that in drawing up his will “a person hath full jurisdiction over his property,” since God has permitted the individual “to deal with that which He hath bestowed upon him in whatever manner he may desire” (Q&A 69). Provisions are set out in the Kitáb-i-Aqdas for the distribution of inheritance in the case of intestacy. (See notes 38–48.)
",N136,kitab-i-aqdas-notes
137,"137.the Most Great Name ¶109

As explained in note 33, the Greatest Name of God can take various forms, all based on the word “Bahá.” The Bahá’ís in the East have implemented this injunction of the Aqdas by heading their wills with such phrases as “O Thou Glory of the All-Glorious,” “In the name of God, the All-Glorious” or “He is the All-Glorious” and the like.
",N137,kitab-i-aqdas-notes
138,"138.All Feasts have attained their consummation in the two Most Great Festivals, and in the two other Festivals that fall on the twin days ¶110

This passage establishes four great festivals of the Bahá’í year. The two designated by Bahá’u’lláh as “the two Most Great Festivals” are, first, the Festival of Riḍván, which commemorates Bahá’u’lláh’s Declaration of His Prophetic Mission in the Garden of Riḍván in Baghdád during twelve days in April/May 1863 and is referred to by Him as “the King of Festivals” and, second, the Báb’s Declaration, which occurred in May 1844 in Shíráz. The first, ninth and twelfth days of the Festival of Riḍván are Holy Days (Q&A 1), as is the day of the Declaration of the Báb.

The “two other Festivals” are the anniversaries of the births of Bahá’u’lláh and the Báb. In the Muslim lunar calendar these fall on consecutive days, the birth of Bahá’u’lláh on the second day of the month of Muḥarram 1233 A.H. (12 November 1817), and the birth of the Báb on the first day of the same month 1235 A.H. (20 October 1819), respectively. They are thus referred to as the “Twin Birthdays” and Bahá’u’lláh states that these two days are accounted as one in the sight of God (Q&A 2). He states that, should they fall within the month of fasting, the command to fast shall not apply on those days (Q&A 36). Given that the Bahá’í calendar (see notes 26 and 147) is a solar calendar, it remains for the Universal House of Justice to determine whether the Twin Holy Birthdays are to be celebrated on a solar or lunar basis.3
",N138,kitab-i-aqdas-notes
139,"139.the first day of the month of Bahá ¶111

In the Bahá’í calendar the first month of the year and the first day of each month are given the name “Bahá.” The day of Bahá of the month of Bahá is thus the Bahá’í New Year, Naw-Rúz, which was ordained by the Báb as a festival and is here confirmed by Bahá’u’lláh (see notes 26 and 147).

In addition to the seven Holy Days ordained in these passages of the Kitáb-i-Aqdas, the anniversary of the Martyrdom of the Báb was also commemorated as a Holy Day in the lifetime of Bahá’u’lláh and, as a corollary to this, ‘Abdu’l‑Bahá added the observance of the Ascension of Bahá’u’lláh, making nine Holy Days in all. Two other anniversaries which are observed, but on which work is not suspended, are the Day of the Covenant and the anniversary of the Passing of ‘Abdu’l‑Bahá. See the section on the Bahá’í calendar in The Bahá’í World, volume XVIII.
",N139,kitab-i-aqdas-notes
140,"140.The Most Great Festival is, indeed, the King of Festivals ¶112

A reference to the Riḍván Festival (see notes 107 and 138).
",N140,kitab-i-aqdas-notes
141,"141.God had formerly laid upon each one of the believers the duty of offering before Our throne priceless gifts from among his possessions. Now … We have absolved them of this obligation. ¶114

This passage abrogates a provision of the Bayán which decreed that all objects unparalleled of their kind should, upon the appearance of Him Whom God will make manifest, be rendered unto Him. The Báb explained that, since the Manifestation of God is beyond compare, whatever is peerless in its kind should rightfully be reserved for Him, unless He decrees otherwise.
",N141,kitab-i-aqdas-notes
142,"142.the hour of dawn ¶115

With reference to attending dawn prayers in the Mashriqu’l-Adhkár, the Bahá’í House of Worship, Bahá’u’lláh has explained that, although the actual time specified in the Book of God is “the hour of dawn,” it is acceptable at any time from “the earliest dawn of day, between dawn and sunrise, or even up to two hours after sunrise” (Q&A 15).
",N142,kitab-i-aqdas-notes
143,"143.These Tablets are embellished with the seal of Him Who causeth the dawn to appear, Who lifteth up His voice between the heavens and the earth. ¶117

Bahá’u’lláh repeatedly affirms the absolute integrity of His Writings as the Word of God. Some of His Tablets also bear the mark of one of His seals. The Bahá’í World, volume V, p. 4, contains a photograph of a number of Bahá’u’lláh’s seals.
",N143,kitab-i-aqdas-notes
144,"144.It is inadmissible that man, who hath been endowed with reason, should consume that which stealeth it away. ¶119

There are many references in the Bahá’í Writings which prohibit the use of wine and other intoxicating drinks and which describe the deleterious effect of such intoxicants on the individual. In one of His Tablets, Bahá’u’lláh states:

Beware lest ye exchange the Wine of God for your own wine, for it will stupefy your minds, and turn your faces away from the Countenance of God, the All-Glorious, the Peerless, the Inaccessible. Approach it not, for it hath been forbidden unto you by the behest of God, the Exalted, the Almighty.

‘Abdu’l‑Bahá explains that the Aqdas prohibits “both light and strong drinks,” and He states that the reason for prohibiting the use of alcoholic drinks is because “alcohol leadeth the mind astray and causeth the weakening of the body.”

Shoghi Effendi, in letters written on his behalf, states that this prohibition includes not only the consumption of wine but of “everything that deranges the mind,” and he clarifies that the use of alcohol is permitted only when it constitutes part of a medical treatment which is implemented “under the advice of a competent and conscientious physician, who may have to prescribe it for the cure of some special ailment.”
",N144,kitab-i-aqdas-notes
